Layer,dense_18
Weights
-0.045349754,-0.012851991,0.017469548,0.010774724,0.06502336,-0.011395864,-0.0016961396,-0.032057375
0.0012540445,-0.07413737,-0.07537537,-0.036267534,0.010208555,0.04438241,0.05565633,0.06143388
0.012899011,0.0048445836,0.0765264,-0.065642774,-0.03665804,0.029787406,-0.07226046,0.07252586
-0.08464934,-0.074963324,0.05056849,0.004086189,0.065174446,0.026327424,-0.07647864,-0.005007714
0.031275906,0.068376616,-0.0014530122,-0.004790008,-0.034460913,-0.012566298,0.029814467,-0.031106945
0.010498211,-0.035399824,-0.084785596,-0.00011969358,0.0390459,-0.06689964,-0.038640864,-0.025281742
0.06402309,-0.06641121,-0.03424045,0.015023753,-0.067029856,-0.037821356,0.01707396,0.04492575
-0.009202994,0.038657293,0.04462947,0.028016068,-0.059888273,-0.019045122,0.009864099,-0.0051799715
-0.010968067,0.07331386,0.018806063,-0.07588555,-0.017445624,0.07878913,-0.004630968,0.0051886663
-0.060000893,-0.018604375,0.045723096,0.056607455,0.028683148,-0.022148594,0.085702255,-0.051411588
-0.031315997,0.018424377,-0.061792903,0.02304706,-0.04095781,0.055189475,-0.010141529,-0.053790685
-0.04290722,0.020928212,-0.076679364,-0.08576605,0.07115717,-0.022376843,-0.015876152,0.086933315
0.31275284,-0.08013481,0.15922567,0.04663433,0.15780225,-0.1600583,-0.18499361,0.12729254
0.2288208,-0.0010455208,-0.01616636,0.1081495,0.07845035,-0.07652803,-0.1037169,0.22785613
0.03322511,0.158785,-0.16206737,0.054334,0.1984311,0.055746593,-0.062220808,-0.17648038
-0.024721991,0.14537573,-0.04500045,0.055376023,0.01149628,-0.047779016,0.031573854,-0.01429777
0.022754982,0.017962545,-0.02228377,0.017101541,-0.03951235,0.081578836,0.07009253,-0.031082772
0.021137036,-0.07143542,0.03206476,0.0229714,-0.027463451,0.06847878,0.028695084,-0.027190711
-0.055278145,-0.05396147,-0.06136986,0.008498497,-0.05787138,0.047077894,0.049473614,-0.070861675
-0.08467051,-0.07204892,-0.0039910227,-0.076994255,0.0342832,-0.05227513,-0.01507248,0.026313849
0.06800051,-0.0036623776,-0.047734372,0.05638145,0.07795425,0.03627681,-0.060480505,0.036354378
0.07553154,-0.017836727,-0.04048469,-0.084071696,0.0005589053,-0.047953945,0.08319983,-0.0077469945
-0.022524714,-0.057416957,0.08667946,0.048398152,-0.018917702,0.031665973,0.0038794875,0.068187535
0.035266623,-0.048758216,0.034706116,-0.0387143,-0.061716124,-0.048310645,0.014927156,0.0271236
0.044601202,-0.013224132,0.067081556,0.060499385,-0.007812217,-0.071502194,0.050852045,0.06855671
-0.016574383,-0.053909406,-0.073345006,-0.007687688,-0.0813707,-0.07707852,-0.03710169,-0.03495186
0.0475242,0.033032537,0.05245191,0.06600952,0.025824942,0.08070077,-0.05292096,0.0006477833
