Layer,dense_15
Weights
0.0033140928,0.009022936,0.07314315,-0.06442586,0.08677647,0.0089818165,-0.0437882,-0.034682047,-0.030260213,-0.009988129
0.07193983,-0.006053321,0.025997907,-0.02076003,-0.033447694,-0.023366988,-0.08213574,-0.029684562,0.044096805,-0.003734529
0.022875898,-0.03333385,-0.03311706,0.029963069,-0.08306656,0.012028575,0.012175329,0.03504754,0.056823827,-0.03047866
-0.004831739,-0.030387592,-0.07507294,-0.029436871,-0.025725719,0.02499742,-0.047182497,-0.051968373,0.024032295,0.05132886
-0.023241512,0.027689815,0.04215362,-0.043693293,0.06322814,-0.0004810989,-0.044160116,-0.05744617,0.054660536,-0.035108205
0.04985846,-0.022416927,-0.034115884,-0.08033282,0.062774636,-0.037621524,-0.060603082,-0.06937128,-0.072431386,0.050571866
-0.039502885,0.0029138252,-0.06873277,0.07121683,0.069640584,-0.019192353,0.00767155,0.036880046,0.08336414,-0.057331868
-0.08235361,0.014448337,-0.06628217,-0.013382532,-0.08685341,-0.006111726,0.035227165,-0.039066672,0.077036284,0.05065448
-0.0013328567,0.08445708,-0.051448163,0.08142667,-0.05494692,-0.012604125,0.05066926,0.0766876,0.01609397,-0.07632503
0.065873615,0.0115650445,0.057979383,0.023851551,0.070151694,-0.053202163,-0.07145001,0.043441854,-0.052273184,-0.03278618
-0.05084302,-0.08062501,-0.007764131,-0.019835047,0.03643951,-0.009760268,-0.025483686,-0.06384364,-0.005671352,-0.008634187
0.052268066,-0.009702735,0.02362299,-0.06525287,-0.034571536,-0.06273912,-0.05949516,-0.00961148,-0.027956512,-0.05836752
0.016462123,-0.04904729,0.06591124,-0.009013653,-0.04431669,0.18080908,0.011770777,0.16309659,-0.01804634,0.070105754
-0.13747126,-0.14212495,0.06259377,-0.00046213716,0.018740816,0.215673,-0.06744626,0.2332312,0.12356227,0.30368716
-0.14969885,0.017839523,0.0038851425,-0.04143328,0.080409005,0.030749412,-0.028924217,0.32891396,0.25873542,0.28076288
-0.19125535,-0.061009884,-0.02377829,-0.065789,0.020024534,0.030135449,0.034401484,0.14227663,0.13415696,0.2615429
-0.047965154,0.02798032,-0.008719869,0.02713611,0.07833683,0.044160925,0.0071676746,0.058393143,-0.022268347,-0.0562443
