Layer,dense_12
Weights
-0.029713206,-0.07177566,-0.06556064,0.08179464,-0.022018999,-0.025977105,-0.0750577,-0.04360479,0.0075259283,0.032762438,-0.02353713,-0.03389642,-0.06400567,-0.032183707,-0.06933258,-0.049744826,-0.066904455,-0.009527907,0.03498344,-0.033926453,-0.03079861,0.018850923,-0.016179845,0.037453532,-0.016322874,-0.0024616718,0.06090068,0.033544496,0.02893968,-0.08182713,0.071739085,-0.04374009
-0.029572979,-0.0214509,-0.067844056,-0.008609697,-0.0693531,0.012142152,-0.082017235,-0.06365763,-0.042742025,0.03159131,-0.07639833,-0.008162886,0.013743915,0.038630463,0.0024227872,0.05856695,-0.032416444,-0.07443669,0.06519156,-0.07018543,0.066245355,-0.034934416,0.003965467,-0.058086988,0.015062384,0.03603127,-0.011678189,-0.038724937,-0.011629142,0.0063645095,-0.013245955,-0.056352336
-0.020317733,-0.08114307,-0.0055739954,-0.049513336,0.028050251,0.035330035,0.051667713,-0.013717607,0.02514349,0.083537616,-0.027082462,-0.070002906,-0.038432565,-0.06258731,-0.048993275,-0.0004402846,0.04490871,-0.07613302,-0.05563873,-0.057259284,0.04468756,-0.05071509,0.063800775,0.042531587,-0.04152357,-0.0786624,0.03740745,0.046618856,0.02713693,-0.0752044,0.0020442382,0.012560256
0.033436976,-0.043430626,0.043149434,-0.06022656,-0.05159701,-0.055388186,0.030526228,-0.06453179,0.0005803332,0.016120538,-0.02408718,0.03150978,-0.00449536,-0.044169154,-0.06596036,-0.07548249,-0.0011171773,-0.005309202,0.03893449,0.05875153,0.0743215,0.049626432,0.0015164912,-0.08293083,-0.06973729,0.052884676,-0.06536358,-0.08096968,-0.023024984,-0.028996307,-0.012174085,-0.08005878
0.067823,-0.01121521,-0.022069521,0.03696978,-0.01875972,-0.083820745,-0.045471758,-0.0828661,-0.011868402,0.05160377,-0.08496194,-0.021836028,-0.06860861,0.028660126,0.02794198,0.06436614,-0.05643888,-0.080897614,0.0617188,0.043908082,-0.083730854,-0.027253889,-0.049882393,0.019845985,-0.024104457,-0.00793796,-0.0036631376,0.0014312565,0.009714238,-0.018371448,0.074005105,-0.082328826
-0.005608812,-0.019100793,-0.0017791167,-0.015442073,0.0572929,0.038768075,-0.0007592365,-0.025380462,-0.05645556,0.061529897,-0.032226883,0.06735184,0.0703442,-0.041128118,-0.008244522,0.01206471,-0.027152773,0.027360998,0.01337602,0.029207297,0.061451368,-0.0762822,0.04703114,-0.024356186,-0.055900745,0.07602743,0.037615083,0.01664389,-0.08454351,0.020786114,-0.033099853,0.07111622
-0.06913507,-0.08029128,0.020645276,-0.029750638,0.010088876,0.042523555,-0.061334144,0.07624567,0.035363458,-0.07259151,0.07364472,0.011456311,-0.075078815,0.014788389,-0.04195167,-0.030511409,0.07341578,0.072829045,0.03406938,-0.061865553,-0.07876683,0.004973486,0.049755685,0.019534945,-0.01423613,-0.0018383041,-0.057444997,0.07317016,0.08509532,-0.055789303,0.012327373,0.022716336
0.07924744,0.08064126,0.0323167,0.018497936,-0.008039549,-0.08051964,0.029197954,-0.020367436,0.07765881,0.049341835,0.018069364,-0.06991998,0.009779759,-0.017398179,0.02863735,-0.034493495,0.027694628,0.019764885,0.07153583,0.06960023,-0.08109946,-0.008717112,0.07331493,0.049424194,-0.030855589,-0.06765568,0.03761424,-0.0444806,0.07830384,0.0430528,0.009656504,-0.06424571
0.07098811,-0.053985078,0.07827663,-0.04749551,-0.04438991,0.046483643,0.0040899664,-0.069986954,0.017703898,0.04896643,-0.025666784,0.048176564,-0.022107773,0.001087144,0.040648125,0.0422697,0.007814802,-0.032805722,0.029439174,0.040408216,-0.0664122,-0.037784196,0.043106236,-0.021883354,0.055974014,-0.05452624,0.005773671,-0.07767174,-0.08263563,-0.042749446,-0.066072315,0.052568667
0.013849713,-0.041545425,0.013661608,0.08381719,-0.073156014,-0.01054693,0.03447683,-0.07010721,0.0122796,-0.016223349,0.044997342,0.031402595,-0.069293715,-0.061425183,-0.03546157,-0.036594324,0.054549895,-0.027288765,0.023855627,0.07534846,-0.038674194,-0.023631457,0.053640403,0.079478286,-0.036477443,-0.013764158,0.060997225,-0.036876924,-0.05866599,0.062458836,-0.056360066,0.07058898
0.03298594,-0.018913321,0.02446331,-0.021201171,0.005948782,-0.08453971,-0.024511378,0.055965506,0.046891667,-0.05063746,-0.031564265,0.037876606,-0.029959578,-0.046824083,-0.03958793,-0.025993217,0.015452787,-0.003510639,-0.030174326,0.016215399,-0.082010284,0.0028914288,0.020475015,0.07892572,0.053701974,0.06421674,-0.03165688,0.08341975,-0.017846234,0.02623789,-0.03308088,0.06771996
0.0069983825,0.06618857,-0.038758997,0.052975558,0.03325899,-0.05851356,0.017579399,0.025043257,0.038857706,-0.043109078,0.023629904,-0.012448959,-0.061054386,0.031587675,0.05029451,0.06833499,0.054469936,0.050767817,-0.023070835,0.0041728467,0.041642614,0.023227543,-0.0677689,0.01763308,-0.08428246,0.061339177,0.05851648,0.038429298,-0.057469532,0.06691595,-0.067489,0.07527823
-0.12587038,-0.16973823,0.06720816,0.09405924,-0.024181424,0.0026019104,0.049428523,-0.075553,0.0052210027,-0.103201546,-0.05926356,-0.004504894,0.0064413664,-0.06498738,0.037453733,0.008396419,2.1523902e-05,0.019522572,0.09076062,0.08121534,0.11959536,0.00052097114,0.012967445,0.022567365,0.004399441,-0.00067210174,-0.068287246,0.06235306,0.07461793,0.053936187,0.05415959,0.16027854
0.012627442,-0.16690777,0.036568463,0.058802854,0.00694374,0.14269567,0.14464802,-0.01846052,-0.009552126,0.027244065,0.052104015,-0.038339548,-0.05549322,-0.02434128,-0.03323906,0.20101804,0.10550167,0.13231677,0.13704793,0.12384836,0.0062549985,0.0897913,-0.06763457,0.024753107,-0.10856403,-0.18852271,0.067550205,0.12883973,0.07352432,0.04355945,-0.07579675,0.10779922
